surname,nationality,split,nationality_index
O'Hanlon,Irish,train,3
Mcguire,Irish,train,3
Duncan,Irish,train,3
Cennetig,Irish,train,3
Naoimhin,Irish,train,3
Cleirigh,Irish,train,3
Aonghuis,Irish,train,3
Malone,Irish,train,3
Whelan,Irish,train,3
O'Mahoney,Irish,train,3
O'Connor,Irish,train,3
Tracey,Irish,train,3
Simon,Irish,train,3
Flanagan,Irish,train,3
Rodagh,Irish,train,3
Names,Irish,train,3
Nevin,Irish,train,3
William,Irish,train,3
Macdermott,Irish,train,3
O'Brien,Irish,train,3
Donovan,Irish,train,3
Keefe,Irish,train,3
Brian,Irish,train,3
O'Leary,Irish,train,3
O'Hagan,Irish,train,3
Aodha,Irish,train,3
Maguire,Irish,train,3
Bran,Irish,train,3
Pharlain,Irish,train,3
Sluaghadhan,Irish,train,3
O'Donnell,Irish,train,3
Ruadhan,Irish,train,3
Delaney,Irish,train,3
Sullivan,Irish,train,3
Riagain,Irish,train,3
O'Hannagain,Irish,train,3
O'Rourke,Irish,train,3
Maurice,Irish,train,3
Eoin,Irish,train,3
O'Hara,Irish,train,3
Colman,Irish,train,3
O'Kelly,Irish,train,3
Whalen,Irish,train,3
Neville,Irish,train,3
Teague,Irish,train,3
Coghlan,Irish,train,3
O'Neill,Irish,train,3
Mohan,Irish,train,3
Rory,Irish,train,3
O'Donoghue,Irish,train,3
Reilly,Irish,train,3
Carey,Irish,train,3
O'Driscoll,Irish,train,3
Maciomhair,Irish,train,3
Mclain,Irish,train,3
Fergus,Irish,train,3
Ruadh,Irish,train,3
Login,Irish,train,3
Connell,Irish,train,3
Coilean,Irish,train,3
Collins,Irish,train,3
Mcnab,Irish,train,3
Corraidhin,Irish,train,3
Suaird,Irish,train,3
Doyle,Irish,train,3
O'Doherty,Irish,train,3
Lennon,Irish,train,3
Mulryan,Irish,train,3
Bhrighde,Irish,train,3
Flynn,Irish,train,3
Mathghamhain,Irish,train,3
Manus,Irish,train,3
O'Connell,Irish,train,3
Cnaimhin,Irish,train,3
Hayden,Irish,train,3
Sioda,Irish,train,3
Gallchobhar,Irish,train,3
Niadh,Irish,train,3
Shannon,Irish,train,3
Ceallach,Irish,train,3
Domhnall,Irish,train,3
Milligan,Irish,train,3
Rian,Irish,train,3
Damhain,Irish,train,3
Gorman,Irish,train,3
Finnegan,Irish,train,3
Maceachthighearna,Irish,train,3
O'Mahony,Irish,train,3
O'Brian,Irish,train,3
Aonghus,Irish,train,3
Brady,Irish,train,3
O'Boyle,Irish,train,3
Mullen,Irish,train,3
Cassidy,Irish,train,3
Raghailligh,Irish,train,3
O'Reilly,Irish,train,3
Callaghan,Irish,train,3
Eoin,Irish,train,3
Ciardha,Irish,train,3
O'Toole,Irish,train,3
Dubhan,Irish,train,3
Dúbhshlaine,Irish,train,3
O'Malley,Irish,train,3
Diarmaid,Irish,train,3
Damhan,Irish,train,3
Mcmahon,Irish,train,3
Power,Irish,val,3
Conn,Irish,val,3
Cathan,Irish,val,3
Adam,Irish,val,3
Faolan,Irish,val,3
Clark,Irish,val,3
Macfarland,Irish,val,3
Donnchadh,Irish,val,3
Fearghal,Irish,val,3
Bradach,Irish,val,3
Nolan,Irish,val,3
Neil,Irish,val,3
Cathasach,Irish,val,3
Rhys,Irish,val,3
Daly,Irish,val,3
O'Grady,Irish,val,3
Flann,Irish,val,3
Reagan,Irish,val,3
Ivor,Irish,val,3
O'Kane,Irish,val,3
Sloan,Irish,val,3
Conchobhar,Irish,val,3
O'Keeffe,Irish,val,3
O'Hare,Irish,val,3
O'Meara,Irish,val,3
Brannon,Irish,val,3
O'Boyle,Irish,val,3
Macghabhann,Irish,test,3
Peatain,Irish,test,3
O'Keefe,Irish,test,3
Aodh,Irish,test,3
O'Dell,Irish,test,3
Michael,Irish,test,3
O'Sullivan,Irish,test,3
Maille,Irish,test,3
Nuallan,Irish,test,3
Samuel,Irish,test,3
Conall,Irish,test,3
Register,Irish,test,3
Seighin,Irish,test,3
Meadhra,Irish,test,3
Muirchertach,Irish,test,3
John,Irish,test,3
Eoghan,Irish,test,3
Mooney,Irish,test,3
Patrick,Irish,test,3
Casey,Irish,test,3
Roach,Irish,test,3
Murchadh,Irish,test,3
O'Ryan,Irish,test,3
Cuidightheach,Irish,test,3
Madaidhin,Irish,test,3
Taidhg,Irish,test,3
Tadhgan,Irish,test,3
Ruadhain,Irish,test,3
Acciaioli,Italian,train,14
Vacca,Italian,train,14
Bertolini,Italian,train,14
Biondo,Italian,train,14
Roma,Italian,train,14
De,Italian,train,14
Alberghini,Italian,train,14
Pedrotti,Italian,train,14
Parrino,Italian,train,14
Pozzi,Italian,train,14
Labriola,Italian,train,14
Turati,Italian,train,14
Giunta,Italian,train,14
Porto,Italian,train,14
Pisani,Italian,train,14
Accorso,Italian,train,14
Zini,Italian,train,14
Natale,Italian,train,14
Conti,Italian,train,14
Somma,Italian,train,14
Brioschi,Italian,train,14
Napoletani,Italian,train,14
Bassani,Italian,train,14
Fausti,Italian,train,14
Riva,Italian,train,14
Aiolfi,Italian,train,14
campo,Italian,train,14
Selmone,Italian,train,14
Turchi,Italian,train,14
Cremonesi,Italian,train,14
Armani,Italian,train,14
Antonini,Italian,train,14
Murgia,Italian,train,14
Mosconi,Italian,train,14
Aleppo,Italian,train,14
pietro,Italian,train,14
Dinapoli,Italian,train,14
Altimari,Italian,train,14
Caito,Italian,train,14
Accardi,Italian,train,14
Bruno,Italian,train,14
Nizzola,Italian,train,14
Cipriani,Italian,train,14
Pesaresi,Italian,train,14
Salvai,Italian,train,14
Nepi,Italian,train,14
Nardovino,Italian,train,14
Abbatelli,Italian,train,14
Acconci,Italian,train,14
Marchesi,Italian,train,14
Guidi,Italian,train,14
Abbà,Italian,train,14
De,Italian,train,14
Marconi,Italian,train,14
Morandi,Italian,train,14
D'angelo,Italian,train,14
Traversi,Italian,train,14
Ungaretti,Italian,train,14
Maestri,Italian,train,14
Calligaris,Italian,train,14
Agnelli,Italian,train,14
Villa,Italian,train,14
Morello,Italian,train,14
Armonni,Italian,train,14
Sanna,Italian,train,14
Nieddu,Italian,train,14
Zambrano,Italian,train,14
Rocca,Italian,train,14
Bonomo,Italian,train,14
Nascimbene,Italian,train,14
Costanzo,Italian,train,14
Ardovini,Italian,train,14
Righi,Italian,train,14
Sebastino,Italian,train,14
Salomon,Italian,train,14
Martinelli,Italian,train,14
Cattaneo,Italian,train,14
Cantu,Italian,train,14
Pecora,Italian,train,14
Pastore,Italian,train,14
Di,Italian,train,14
Rizzo,Italian,train,14
Tivoli,Italian,train,14
Mantovani,Italian,train,14
Pavone,Italian,train,14
Baldinotti,Italian,train,14
Tiraboschi,Italian,train,14
Goretti,Italian,train,14
Vaccaro,Italian,train,14
rege,Italian,train,14
Bellincioni,Italian,train,14
Sinagra,Italian,train,14
fiore,Italian,train,14
Quattrocchi,Italian,train,14
Ferrero,Italian,train,14
Aliprandi,Italian,train,14
Di,Italian,train,14
Uggeri,Italian,train,14
Drago,Italian,train,14
Pace,Italian,train,14
Aquila,Italian,train,14
Tosetti,Italian,train,14
Basurto,Italian,train,14
Gismondi,Italian,train,14
D'amore,Italian,train,14
Nicolosi,Italian,train,14
Arrighi,Italian,train,14
Pittaluga,Italian,train,14
Nardo,Italian,train,14
Albani,Italian,train,14
Zangari,Italian,train,14
Piccoli,Italian,train,14
Albricci,Italian,train,14
Rovigatti,Italian,train,14
Altoviti,Italian,train,14
Abate,Italian,train,14
Tosi,Italian,train,14
Crocetti,Italian,train,14
Spanò,Italian,train,14
Bovér,Italian,train,14
Ragno,Italian,train,14
Buffone,Italian,train,14
Carbone,Italian,train,14
Garofalo,Italian,train,14
Lombardi,Italian,train,14
Columbo,Italian,train,14
Merlo,Italian,train,14
Furlan,Italian,train,14
Abbate,Italian,train,14
Rocchi,Italian,train,14
Fiscella,Italian,train,14
Parodi,Italian,train,14
Colombo,Italian,train,14
Negri,Italian,train,14
Albano,Italian,train,14
Provenzano,Italian,train,14
Nigro,Italian,train,14
Tessaro,Italian,train,14
Zunino,Italian,train,14
Bartolomeo,Italian,train,14
Sabbadin,Italian,train,14
Pherigo,Italian,train,14
Fermi,Italian,train,14
Nasato,Italian,train,14
Arbore,Italian,train,14
Fierro,Italian,train,14
Nana,Italian,train,14
Sarno,Italian,train,14
Spada,Italian,train,14
Allegro,Italian,train,14
Mondadori,Italian,train,14
Aggio,Italian,train,14
De,Italian,train,14
Nanni,Italian,train,14
Adimari,Italian,train,14
Ravenna,Italian,train,14
Baldovini,Italian,train,14
Ferraro,Italian,train,14
Nicolai,Italian,train,14
Antonino,Italian,train,14
Fontana,Italian,train,14
Cavalcante,Italian,train,14
Cremaschi,Italian,train,14
Di,Italian,train,14
Campana,Italian,train,14
Aloia,Italian,train,14
Naggia,Italian,train,14
Valerio,Italian,train,14
Roncalli,Italian,train,14
Innocenti,Italian,train,14
Adami,Italian,train,14
Mari,Italian,train,14
Franco,Italian,train,14
Gatti,Italian,train,14
Sebastiani,Italian,train,14
Santini,Italian,train,14
Alunni,Italian,train,14
Amadei,Italian,train,14
Ughi,Italian,train,14
Stablum,Italian,train,14
Siena,Italian,train,14
Alescio,Italian,train,14
Serafin,Italian,train,14
Sparacello,Italian,train,14
Bologna,Italian,train,14
Pontecorvo,Italian,train,14
Sultana,Italian,train,14
Lama,Italian,train,14
Alò,Italian,train,14
Veronesi,Italian,train,14
Corvi,Italian,train,14
Gentile,Italian,train,14
Stabile,Italian,train,14
Naggi,Italian,train,14
Barbieri,Italian,train,14
De,Italian,train,14
Berti,Italian,train,14
Russo,Italian,train,14
Abbatantuono,Italian,train,14
Nannini,Italian,train,14
Basile,Italian,train,14
Nazario,Italian,train,14
Manfredi,Italian,train,14
Farina,Italian,train,14
Baglio,Italian,train,14
De,Italian,train,14
Greco,Italian,train,14
mercurio,Italian,train,14
Fini,Italian,train,14
Magro,Italian,train,14
Bianchi,Italian,train,14
Lagorio,Italian,train,14
Lecce,Italian,train,14
Lèmmi,Italian,train,14
Aliberti,Italian,train,14
Tarantino,Italian,train,14
D'onofrio,Italian,train,14
Bagnoli,Italian,train,14
Corna,Italian,train,14
Laguardia,Italian,train,14
Giordano,Italian,train,14
Antonelli,Italian,train,14
Genovese,Italian,train,14
Potenza,Italian,train,14
Baggio,Italian,train,14
Morra,Italian,train,14
Marchioni,Italian,train,14
Ajello,Italian,train,14
Boveri,Italian,train,14
Buonarroti,Italian,train,14
Catalano,Italian,train,14
Soldati,Italian,train,14
Alessi,Italian,train,14
Cuocco,Italian,train,14
Serafini,Italian,train,14
Episcopo,Italian,train,14
Ruzzier,Italian,train,14
Amello,Italian,train,14
Pagani,Italian,train,14
Bandoni,Italian,train,14
Amato,Italian,train,14
Rana,Italian,train,14
Accursio,Italian,train,14
Benetton,Italian,train,14
Leone,Italian,train,14
Alduino,Italian,train,14
Brunetti,Italian,train,14
Gimondi,Italian,train,14
Pagano,Italian,train,14
Aquino,Italian,train,14
Milani,Italian,train,14
Savona,Italian,train,14
Armati,Italian,train,14
Vitali,Italian,train,14
Dioli,Italian,train,14
Scarpa,Italian,train,14
Bicchieri,Italian,train,14
Sapienti,Italian,train,14
Agli,Italian,train,14
Ferrara,Italian,train,14
Albrici,Italian,train,14
Baggi,Italian,train,14
Mazza,Italian,train,14
Ambrogi,Italian,train,14
Neroni,Italian,train,14
Fava,Italian,train,14
Cremona,Italian,train,14
Salucci,Italian,train,14
Lamberti,Italian,train,14
Confortola,Italian,train,14
Sciarra,Italian,train,14
Nespola,Italian,train,14
Nervi,Italian,train,14
Favero,Italian,train,14
Todaro,Italian,train,14
Caivano,Italian,train,14
Nicosia,Italian,train,14
Brambani,Italian,train,14
Adelardi,Italian,train,14
Cino,Italian,train,14
Adamo,Italian,train,14
felice,Italian,train,14
Bulgari,Italian,train,14
Nicastro,Italian,train,14
Tamàro,Italian,train,14
Necchi,Italian,train,14
Petri,Italian,train,14
Agnusdei,Italian,train,14
Rinaldi,Italian,train,14
Garfagnini,Italian,train,14
Baldini,Italian,train,14
Abandonato,Italian,train,14
Abbatangelo,Italian,train,14
Guttuso,Italian,train,14
Pesaro,Italian,train,14
De,Italian,train,14
Acciai,Italian,train,14
Romano,Italian,train,14
Bartolomei,Italian,train,14
Adalardi,Italian,train,14
Caruso,Italian,train,14
Scarsi,Italian,train,14
Ferro,Italian,train,14
Masin,Italian,train,14
Bello,Italian,train,14
Franzese,Italian,train,14
Parisi,Italian,train,14
Corti,Italian,train,14
Boerio,Italian,train,14
Ventura,Italian,train,14
Bondesan,Italian,train,14
Rossini,Italian,train,14
Rao,Italian,train,14
Pierno,Italian,train,14
Ongaro,Italian,train,14
Ferrari,Italian,train,14
Rosa,Italian,train,14
Caiazzo,Italian,train,14
Acqua,Italian,train,14
Rais,Italian,train,14
Alesci,Italian,train,14
Romano,Italian,train,14
Serpico,Italian,train,14
laurentis,Italian,train,14
Salvaggi,Italian,train,14
Landolfi,Italian,train,14
Aiello,Italian,train,14
Neri,Italian,train,14
Provenza,Italian,train,14
Carboni,Italian,train,14
Traverso,Italian,train,14
Cracchiolo,Italian,train,14
Falco,Italian,train,14
Capitani,Italian,train,14
Palmisano,Italian,train,14
Moschella,Italian,train,14
Zappa,Italian,train,14
Zanetti,Italian,train,14
stefano,Italian,train,14
Abbascia,Italian,train,14
Benedetti,Italian,train,14
Murtas,Italian,train,14
Benvenuti,Italian,train,14
Verona,Italian,train,14
Sordi,Italian,train,14
Rocco,Italian,train,14
Abategiovanni,Italian,train,14
Tumicelli,Italian,train,14
Sinagra,Italian,train,14
Belloni,Italian,train,14
Biondi,Italian,train,14
Prosdocimi,Italian,train,14
Cisternino,Italian,train,14
Oberti,Italian,train,14
Marino,Italian,train,14
Scavo,Italian,train,14
antonio,Italian,train,14
Carrara,Italian,train,14
Capello,Italian,train,14
Germano,Italian,train,14
Tanzi,Italian,train,14
Nicchi,Italian,train,14
Lupo,Italian,train,14
Bartalotti,Italian,train,14
Agrioli,Italian,train,14
Accorsi,Italian,train,14
Uccello,Italian,train,14
Bellandi,Italian,train,14
Ruggeri,Italian,train,14
Belluomi,Italian,train,14
Leggièri,Italian,train,14
Bellomi,Italian,train,14
Aita,Italian,train,14
Toselli,Italian,train,14
Abelló,Italian,train,14
Basso,Italian,train,14
Abatangelo,Italian,train,14
Sciacca,Italian,train,14
Fabbri,Italian,train,14
Bandini,Italian,train,14
Tornincasa,Italian,train,14
Rustici,Italian,train,14
Agani,Italian,train,14
Piccirillo,Italian,train,14
Trudu,Italian,train,14
Toloni,Italian,train,14
Cingolani,Italian,train,14
Monte,Italian,train,14
Notaro,Italian,train,14
Baldi,Italian,train,14
Orsini,Italian,train,14
Bazzoli,Italian,train,14
Soriano,Italian,train,14
Nelli,Italian,train,14
Testa,Italian,train,14
Agosti,Italian,train,14
Benivieni,Italian,train,14
Montanari,Italian,train,14
Alesio,Italian,train,14
Adessi,Italian,train,14
Montana,Italian,train,14
palma,Italian,train,14
Viola,Italian,train,14
Cola,Italian,train,14
Leccese,Italian,train,14
Trapani,Italian,train,14
Pavesi,Italian,train,14
Adamoli,Italian,train,14
pasqua,Italian,train,14
Pietri,Italian,train,14
Allegri,Italian,train,14
Piovene,Italian,train,14
Manco,Italian,train,14
Sansone,Italian,train,14
caprio,Italian,train,14
Notoriano,Italian,train,14
Nardi,Italian,train,14
Amatore,Italian,train,14
Acquarone,Italian,train,14
Muggia,Italian,train,14
Durante,Italian,val,14
Bellandini,Italian,val,14
Valentini,Italian,val,14
Arrigucci,Italian,val,14
Amoretto,Italian,val,14
Nicotera,Italian,val,14
Speziale,Italian,val,14
Arlotti,Italian,val,14
Scutese,Italian,val,14
Abramo,Italian,val,14
Zeni,Italian,val,14
Piazza,Italian,val,14
Amalberti,Italian,val,14
Milano,Italian,val,14
Aucciello,Italian,val,14
D'ambrosio,Italian,val,14
Robustelli,Italian,val,14
Nicodemo,Italian,val,14
Albero,Italian,val,14
Alemagna,Italian,val,14
Giùgovaz,Italian,val,14
Altamura,Italian,val,14
Nave,Italian,val,14
Profeta,Italian,val,14
D'antonio,Italian,val,14
Capello,Italian,val,14
De,Italian,val,14
santis,Italian,val,14
Amadori,Italian,val,14
Cuoco,Italian,val,14
Padovano,Italian,val,14
Traversa,Italian,val,14
Marchetti,Italian,val,14
Caro,Italian,val,14
Varano,Italian,val,14
Alfero,Italian,val,14
Accardo,Italian,val,14
Bove,Italian,val,14
Romagnoli,Italian,val,14
Motta,Italian,val,14
Castro,Italian,val,14
Gallo,Italian,val,14
Aggi,Italian,val,14
Mondo,Italian,val,14
Barsetti,Italian,val,14
Ardiccioni,Italian,val,14
De,Italian,val,14
Cucinotta,Italian,val,14
Ricci,Italian,val,14
Idoni,Italian,val,14
Accosi,Italian,val,14
Sala,Italian,val,14
Airò,Italian,val,14
Vinci,Italian,val,14
Benenati,Italian,val,14
Albanesi,Italian,val,14
Bulgarelli,Italian,val,14
Nieri,Italian,val,14
Arnoni,Italian,val,14
Bassanelli,Italian,val,14
Busto,Italian,val,14
Masi,Italian,val,14
Esposito,Italian,val,14
Acquafredda,Italian,val,14
Ambrosi,Italian,val,14
Leoni,Italian,val,14
Amerighi,Italian,val,14
Ré,Italian,val,14
Alesi,Italian,val,14
Poletti,Italian,val,14
Mariani,Italian,val,14
Romero,Italian,val,14
Anselmetti,Italian,val,14
Damiani,Italian,val,14
Acquati,Italian,val,14
Adriatico,Italian,val,14
Africano,Italian,val,14
Ardizzone,Italian,val,14
Sarto,Italian,val,14
Abbaticchio,Italian,val,14
Abatantuono,Italian,val,14
Vico,Italian,val,14
Alessandri,Italian,val,14
Romagna,Italian,val,14
Tedesco,Italian,val,14
Arrighetti,Italian,val,14
Di,Italian,val,14
Micheli,Italian,val,14
Abrami,Italian,val,14
Bassi,Italian,val,14
Paternoster,Italian,test,14
Ganza,Italian,test,14
Acerbi,Italian,test,14
Uberti,Italian,test,14
Carlevaro,Italian,test,14
Sciacchitano,Italian,test,14
Barzetti,Italian,test,14
Laterza,Italian,test,14
Rotolo,Italian,test,14
angelis,Italian,test,14
Luzzatto,Italian,test,14
Valenti,Italian,test,14
Moretti,Italian,test,14
luca,Italian,test,14
Lando,Italian,test,14
Belmonte,Italian,test,14
Carideo,Italian,test,14
Sarti,Italian,test,14
Lamon,Italian,test,14
Sorrentino,Italian,test,14
Borgogni,Italian,test,14
Salvay,Italian,test,14
Alagona,Italian,test,14
Alberghi,Italian,test,14
Nascimbeni,Italian,test,14
Gaspari,Italian,test,14
Lippi,Italian,test,14
Breda,Italian,test,14
Di,Italian,test,14
Lazzari,Italian,test,14
Nervetti,Italian,test,14
Rossi,Italian,test,14
Oberto,Italian,test,14
Angioli,Italian,test,14
Naldi,Italian,test,14
Orlando,Italian,test,14
Laganà,Italian,test,14
Ventimiglia,Italian,test,14
Messana,Italian,test,14
Aldebrandi,Italian,test,14
Abelli,Italian,test,14
Fattore,Italian,test,14
Tafani,Italian,test,14
Terranova,Italian,test,14
Làconi,Italian,test,14
Costantini,Italian,test,14
Evangelista,Italian,test,14
Nani,Italian,test,14
Palladino,Italian,test,14
Ricchetti,Italian,test,14
Acone,Italian,test,14
Pesce,Italian,test,14
Vigo,Italian,test,14
Napoleoni,Italian,test,14
Sartini,Italian,test,14
Fonda,Italian,test,14
Balboni,Italian,test,14
Fiscella,Italian,test,14
